areal	453	980	-481
ypr	-48.35	-28.89	-55.69
areal	477	956	-382
ypr	-48.38	-28.91	-55.70
areal	485	952	-348
ypr	-48.42	-28.96	-55.71
areal	475	943	-306
ypr	-48.48	-29.03	-55.70
areal	470	927	-277
ypr	-48.51	-29.05	-55.70
areal	486	918	-260
ypr	-48.54	-29.08	-55.70
areal	504	915	-241
ypr	-48.58	-29.11	-55.68
areal	550	905	-202
ypr	-48.63	-29.13	-55.64
areal	534	898	-157
ypr	-48.65	-29.14	-55.62
areal	548	897	-146
ypr	-48.69	-29.14	-55.56
areal	550	902	-120
ypr	-48.73	-29.14	-55.51
areal	571	905	-115
ypr	-48.66	-29.09	-55.52
areal	732	953	-259
ypr	-48.62	-29.03	-55.52
areal	698	900	-291
ypr	-48.59	-28.93	-55.50
areal	494	906	-385
ypr	-48.61	-28.89	-55.46
areal	462	880	-345
ypr	-48.61	-28.86	-55.40
areal	439	907	-406
ypr	-48.61	-28.88	-55.39
areal	417	931	-439
ypr	-48.64	-28.91	-55.36
areal	405	963	-478
ypr	-48.66	-28.90	-55.34
areal	408	975	-444
ypr	-48.69	-28.87	-55.28
areal	455	990	-459
ypr	-48.69	-28.87	-55.25
areal	468	980	-428
ypr	-48.69	-28.87	-55.22
areal	478	972	-423
ypr	-48.69	-28.88	-55.17
areal	468	967	-477
ypr	-48.65	-28.90	-55.17
areal	525	972	-642
ypr	-48.62	-28.90	-55.19
areal	549	969	-664
ypr	-48.58	-28.88	-55.22
areal	550	946	-596
ypr	-48.56	-28.82	-55.21
areal	543	954	-613
ypr	-48.55	-28.80	-55.22
areal	547	957	-626
ypr	-48.50	-28.77	-55.26
areal	562	973	-633
ypr	-48.47	-28.74	-55.28
areal	564	983	-608
ypr	-48.41	-28.67	-55.31
areal	499	1009	-600
ypr	-48.40	-28.63	-55.32
areal	431	1028	-576
ypr	-48.39	-28.60	-55.33
areal	303	1034	-491
ypr	-48.41	-28.61	-55.32
areal	244	1035	-467
ypr	-48.44	-28.62	-55.31
areal	199	1039	-456
ypr	-48.50	-28.71	-55.30
areal	277	1049	-469
ypr	-48.52	-28.76	-55.31
areal	335	1047	-453
ypr	-48.55	-28.81	-55.29
areal	349	1032	-383
ypr	-48.59	-28.83	-55.27
areal	348	1017	-380
ypr	-48.66	-28.88	-55.22
areal	329	1003	-387
ypr	-48.71	-28.92	-55.19
areal	335	995	-391
ypr	-48.80	-29.01	-55.16
areal	403	995	-412
ypr	-48.83	-29.04	-55.15
areal	474	1003	-425
ypr	-48.86	-29.07	-55.14
areal	518	1003	-367
ypr	-48.90	-29.05	-55.09
areal	508	998	-318
ypr	-48.92	-29.04	-55.06
areal	486	995	-323
ypr	-48.97	-29.05	-55.01
areal	442	994	-376
ypr	-48.99	-29.07	-54.98
areal	462	996	-398
ypr	-49.02	-29.06	-54.95
areal	568	1004	-445
ypr	-49.00	-29.04	-54.94
areal	621	1007	-470
ypr	-48.94	-28.97	-54.96
areal	588	1019	-535
ypr	-48.90	-28.94	-54.98
areal	536	1027	-593
ypr	-48.82	-28.87	-55.06
areal	520	1063	-654
ypr	-48.77	-28.82	-55.10
areal	528	1086	-645
ypr	-48.67	-28.66	-55.17
areal	445	1171	-578
ypr	-48.64	-28.58	-55.19
areal	412	1237	-559
ypr	-48.51	-28.43	-55.26
areal	705	1450	-589
ypr	-48.37	-28.32	-55.34
areal	945	1545	-541
ypr	-47.89	-27.90	-55.47
areal	1204	1671	-388
ypr	-47.58	-27.58	-55.51
areal	1104	1698	-385
ypr	-47.00	-26.94	-55.55
areal	593	1708	-472
ypr	-46.72	-26.66	-55.57
areal	361	1732	-558
ypr	-46.45	-26.44	-55.60
areal	325	1769	-715
ypr	-45.73	-26.00	-55.80
areal	449	1790	-814
ypr	-44.87	-25.61	-56.02
areal	310	1762	-907
ypr	-44.43	-25.44	-56.17
areal	148	1718	-986
ypr	-43.65	-25.14	-56.50
areal	-188	1532	-841
ypr	-42.95	-24.90	-56.89
areal	-105	1548	-672
ypr	-42.56	-24.88	-57.14
areal	105	1598	-569
ypr	-41.73	-25.01	-57.81
areal	294	1677	-587
ypr	-41.38	-25.10	-58.16
areal	278	1720	-514
ypr	-40.85	-25.05	-58.63
areal	465	1743	-129
ypr	-40.63	-24.90	-58.76
areal	679	1799	23
ypr	-40.38	-24.68	-58.87
areal	915	1855	131
ypr	-39.75	-24.22	-59.13
areal	1301	2020	345
ypr	-39.35	-24.00	-59.28
areal	1412	2095	467
ypr	-38.49	-23.63	-59.56
areal	1425	2217	836
ypr	-38.02	-23.46	-59.65
areal	1400	2278	1001
ypr	-37.03	-23.24	-59.81
areal	1491	2477	1046
ypr	-36.48	-23.19	-59.94
areal	1587	2579	994
ypr	-35.88	-23.17	-60.08
areal	1660	2683	912
ypr	-34.68	-23.20	-60.46
areal	1295	2766	670
ypr	-34.22	-23.23	-60.58
areal	925	2828	513
ypr	-33.61	-23.10	-60.65
areal	595	2967	300
ypr	-33.17	-22.62	-60.52
areal	815	3072	322
ypr	-32.94	-22.28	-60.43
areal	1019	3112	411
ypr	-32.70	-21.93	-60.34
areal	1161	3123	591
ypr	-32.20	-21.22	-60.10
areal	1272	3134	928
ypr	-31.94	-20.90	-59.97
areal	1319	3159	1017
ypr	-31.38	-20.38	-59.73
areal	1477	3236	1045
ypr	-31.05	-20.15	-59.62
areal	1559	3267	1044
ypr	-30.36	-19.78	-59.48
areal	1587	3399	852
ypr	-29.99	-19.64	-59.47
areal	1575	3452	806
ypr	-29.29	-19.47	-59.44
areal	1530	3527	892
ypr	-28.94	-19.41	-59.42
areal	1574	3565	942
ypr	-28.28	-19.30	-59.32
areal	1604	3647	978
ypr	-27.95	-19.18	-59.26
areal	1644	3696	980
ypr	-27.20	-18.80	-59.06
areal	1726	3794	1036
ypr	-26.80	-18.56	-58.95
areal	1749	3838	1070
ypr	-25.95	-17.99	-58.71
areal	1758	3905	1250
ypr	-25.49	-17.71	-58.57
areal	1763	3914	1349
ypr	-24.50	-17.09	-58.24
areal	1653	4014	1479
ypr	-23.99	-16.81	-58.08
areal	1554	4087	1430
ypr	-22.97	-16.34	-57.83
areal	1298	4208	1344
ypr	-22.50	-16.16	-57.73
areal	1150	4261	1365
ypr	-21.63	-15.92	-57.53
areal	918	4334	1538
ypr	-21.24	-15.84	-57.41
areal	872	4354	1665
ypr	-20.53	-15.72	-57.10
areal	885	4448	1818
ypr	-20.21	-15.70	-56.94
areal	982	4500	1879
ypr	-19.53	-15.68	-56.62
areal	1296	4541	2014
ypr	-19.17	-15.69	-56.47
areal	1487	4598	2025
ypr	-18.38	-15.77	-56.21
areal	1594	4705	2165
ypr	-17.98	-15.82	-56.06
areal	1560	4796	2158
ypr	-17.24	-16.00	-55.88
areal	1445	4966	2065
ypr	-16.92	-16.17	-55.83
areal	1340	5010	2125
ypr	-16.65	-16.38	-55.78
areal	1243	4980	2295
ypr	-16.14	-16.67	-55.53
areal	1208	4981	2649
ypr	-15.92	-16.77	-55.36
areal	1262	4990	2729
ypr	-15.58	-16.95	-54.93
areal	1307	5100	2829
ypr	-15.45	-17.02	-54.69
areal	1404	5154	2826
ypr	-15.34	-17.07	-54.45
areal	1501	5196	2830
ypr	-15.19	-17.15	-53.97
areal	1688	5269	3006
ypr	-15.16	-17.19	-53.69
areal	1778	5298	3112
ypr	-15.17	-17.29	-53.09
areal	2050	5295	3212
ypr	-14.55	-16.84	-52.93
areal	4904	4737	3525
ypr	-13.18	-15.59	-52.11
areal	3488	5175	3548
ypr	-12.34	-14.84	-51.51
areal	2761	5289	2944
ypr	-12.02	-14.66	-51.24
areal	2586	5309	3010
ypr	-11.76	-14.50	-50.94
areal	2450	5338	3035
ypr	-11.32	-14.23	-50.32
areal	2255	5425	2962
ypr	-11.13	-14.08	-50.02
areal	2176	5461	2954
ypr	-10.73	-13.71	-49.39
areal	2045	5416	3006
ypr	-10.51	-13.55	-49.08
areal	1968	5367	2994
ypr	-10.08	-13.26	-48.46
areal	1924	5350	2986
ypr	-9.85	-13.08	-48.13
areal	1899	5342	2993
ypr	-9.60	-12.88	-47.81
areal	1874	5308	2981
ypr	-8.95	-12.45	-47.17
areal	1919	5289	2964
ypr	-8.55	-12.25	-46.87
areal	1936	5304	2861
ypr	-7.63	-11.90	-46.39
areal	1982	5286	2647
ypr	-7.14	-11.77	-46.20
areal	1970	5342	2613
ypr	-6.68	-11.70	-46.00
areal	1887	5346	2642
ypr	-5.78	-11.53	-45.60
areal	1777	5324	2677
ypr	-5.29	-11.35	-45.41
areal	1852	5331	2711
ypr	-4.37	-10.69	-44.90
areal	1432	5501	3069
ypr	-4.10	-10.34	-44.49
areal	1364	5653	3031
ypr	-3.84	-10.06	-43.65
areal	1188	5573	3122
ypr	-3.69	-
